@relation DIALOG_UTTERANCES
@attribute DOC_TEXT string
@attribute HAS_QUESTION_MARK {true, false}
@attribute HAS_AFFIRMATIVE {true, false}
@attribute HAS_NEGATIVE {true, false}
@attribute STARTING_POS {CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, LS, MD, NN, NNS, NNP, NNPS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, X}
@attribute ACT_TAG {statement, question, yes, no, other}
@data
"gotta get my kicks where i can",false,false,false,NN,statement
"aloha USERNAME",false,false,false,RB,other
"wow it got warm",false,false,false,UH,statement
"soory",false,false,false,NN,statement
"hi USERNAME",false,false,false,JJ,other
"i know USERNAME",false,false,true,PRP,statement
"it got warm?",true,false,false,PRP,question
"ok",false,false,false,UH,yes
"h USERNAME",false,false,false,LS,other
"USERNAME",false,false,false,CD,statement
"hi USERNAME",false,false,false,JJ,other
"had mine declawed and fixed at the same time......poor cat didn't move for a month",false,false,false,VBD,statement
"root b gone?",true,false,false,NN,question
"would never declaw a cat",false,false,false,MD,statement
"poor thing",false,false,false,JJ,statement
"what am I missing USERNAME?",true,false,false,WP,question
"hiy USERNAME",false,false,false,NN,other
"USERNAME?",true,false,false,CD,statement
"tc all  laters",false,false,false,RB,other
"hi USERNAME",false,false,false,JJ,other
"if the cat was strickly indoor .. i think I would ",false,false,false,IN,statement
"hey......she never goes outside",false,false,false,UH,statement
"hi all ",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"sowwy USERNAME.. i dont remember now",false,false,true,NN,statement
"she's scared to death to go out",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"USERNAME hiya",false,true,false,X,other
"keep them sharp on the furniture USERNAME ",false,false,false,VB,statement
"USERNAME hi",false,false,false,CD,other
"i would b too USERNAME",false,false,false,PRP,statement
"sleeps under my covers",false,false,false,VBZ,statement
"hmmm USERNAME",false,false,false,RB,statement
"hmmmmmmmmmm",false,false,false,NN,statement
"well i tried to scroll, USERNAME.. sorry",false,false,false,RB,statement
"USERNAME",false,false,false,CD,statement
"makes note ... USERNAME has all her claws",false,false,true,X,statement
"oh",false,false,false,UH,statement
"USERNAME.....that could either be scary or a heck of a lot of fun ",false,false,false,CD,statement
"winks USERNAME",false,false,false,NNS,statement
"noted USERNAME heheh",false,false,true,VBD,statement
"heck yes",false,true,false,NN,yes
"ahhh pain pills r working",false,false,false,JJ,statement
"as if you didn't know",false,false,true,IN,statement
"wb USERNAME",false,false,false,IN,other
"wb USERNAME",false,false,false,IN,other
"wb USERNAME",false,false,false,IN,other
"wb USERNAME",false,false,false,IN,other
"USERNAME",false,false,false,CD,statement
"hiya USERNAME",false,true,false,NN,other
"wb USERNAME",false,false,false,IN,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"good for a laugh eh USERNAME",false,false,false,JJ,statement
"hi ya USERNAME",false,true,false,UH,other
"hey USERNAME",false,false,false,RB,other
"brb .. need a pop",false,false,false,NN,other
"cuteness back",false,false,false,NN,statement
"thanks , USERNAME  !",false,false,false,NNS,other
"hiya USERNAME yoder",false,true,false,NN,other
"hey USERNAME",false,false,false,RB,other
"hiya USERNAME",false,true,false,NN,other
"wb USERNAME darlin",false,false,false,IN,other
"hi USERNAME",false,false,false,JJ,other
"thanks USERNAME ",false,false,false,NNS,other
"I should change my name",false,false,false,PRP,statement
"hiya USERNAME",false,true,false,NN,other
"has to color her hair tomorrow.. meant to do it today",false,false,false,VBZ,statement
"it was cute..BUT now I got that tunerolling rolling rolling....stuck in my head...sigh",false,false,true,PRP,statement
"brb",false,false,false,NN,other
"what color USERNAME?",true,false,false,WP,question
"hb USERNAME",false,false,false,NN,other
"light golden brown, USERNAME",false,false,false,JJ,statement
"Hi USERNAME ",false,false,false,UH,other
"USERNAME",false,false,false,CD,statement
"would like to git a purple color weave",false,false,false,MD,statement
"hi USERNAME",false,false,false,JJ,other
"mmmmmmmmmm",false,false,false,NN,statement
"hiya USERNAME",false,true,false,NN,other
"hiya USERNAME",false,true,false,NN,other
"Hi USERNAME.........how are you????",true,false,false,UH,question
"hi USERNAME",false,false,false,JJ,other
"back",false,false,false,RB,statement
"Hi USERNAME",false,false,false,UH,other
"USERNAME  ok here .. how have  you been ?",true,false,false,CD,question
"Hi USERNAME",false,false,false,UH,other
"burp",false,false,false,X,statement
"hiya USERNAME",false,true,false,NN,other
"oops",false,false,false,UH,statement
"Hi USERNAME",false,false,false,UH,other
"hey USERNAME",false,false,false,RB,other
"scusezzy USERNAME?",true,false,false,JJ,question
"would give USERNAMEs mind",false,false,false,MD,statement
"wb USERNAME",false,false,false,IN,other
"yes USERNAME",false,true,false,RB,yes
"doing ok USERNAME.....ty good to see you ",false,false,false,VBG,statement
"snow outside and cold soda inside .. what's wrong with this picture?",true,false,true,NN,question
"winks USERNAME",false,false,false,NNS,statement
"you too USERNAME  ",false,false,false,PRP,statement
"ducking",false,false,false,VBG,statement
"Hi USERNAME",false,false,false,UH,other
"Hi USERNAME",false,false,false,UH,other
"omg USERNAME, laughing my ass off here",false,false,false,RB,statement
"Hi USERNAME",false,false,false,UH,other
"tlak bout an Eticket ride, USERNAME",false,false,false,NN,statement
"Hi USERNAME",false,false,false,UH,other
"giggles",false,false,false,NNS,statement
"Hi USERNAME",false,false,false,UH,other
"hey USERNAME",false,false,false,RB,other
"Hi USERNAME",false,false,false,UH,other
"some people dont realize what they say and how it affects others",false,false,false,DT,statement
"ty USERNAME  ",false,false,false,RB,statement
"USERNAME",false,false,false,CD,statement
"Hi USERNAME ",false,false,false,UH,other
"uh oh",false,false,false,UH,statement
"Hi USERNAME",false,false,false,UH,other
"hiya USERNAME.. ltnc",false,true,false,NN,other
"hi ya USERNAME",false,true,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"im just glad mothers day is over with today",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"h USERNAME",false,false,false,LS,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME wasMsUtah",false,false,false,CD,statement
"hi USERNAME",false,false,false,JJ,other
"USERNAME of the jungle",false,false,false,CD,statement
"yes USERNAME?????",true,true,false,RB,question
"yep..today is my payday...and thats mothers day..this mother gets this ..that mother gets that and all the other mothers get the rest",false,true,false,NN,yes
"I thought all those k's would result in a ",false,false,false,PRP,statement
"s'ok USERNAME.. winks",false,false,false,JJ,statement
"omg USERNAME.......you have a list of mothas",false,false,false,RB,statement
"just sayn hello USERNAME",false,false,false,RB,statement
"whewwwwww......thought I was going to the corner",false,false,false,NN,statement
"sure do...lol",false,false,false,RB,yes
"laffs at USERNAME",false,false,false,NNS,statement
"yep chattin outta be fun ,some folks take it too seriously USERNAME",false,true,false,UH,yes
"oh sorry USERNAME......Hi.......how are u?????",true,false,false,UH,question
"Hi USERNAME",false,false,false,UH,other
"USERNAME  yep ..",false,true,false,CD,yes
"hey USERNAME",false,false,false,RB,other
"nevah evah would i take this serious",false,false,false,NN,statement
"I am cold but good thanks .. how are you?",true,false,false,PRP,question
"i about wrecked the bike this afternoon..was coming down the hill went to stop and hit an oil slick",false,false,true,PRP,statement
"i bet its cold where USERNAME is",false,false,false,PRP,statement
"yeah...i was doing the aligator walk believe that",false,true,false,UH,statement
"??",true,false,false,X,question
"only place i wanna c crust is on a pie",false,false,false,RB,statement
"omg whats crusty USERNAME, lol",false,false,false,IN,question
"minus a lot here ... and snowy",false,false,true,CC,statement
"USERNAME  the sock ..",false,false,false,CD,statement
"pumpkin, USERNAME",false,false,false,NN,statement
"ewwww caca",false,false,false,NN,statement
"you know .. men and their  crusty socks ",false,false,true,PRP,statement
"dont know any USERNAME.. tyvm",false,false,true,VBP,statement
"hi USERNAME",false,false,false,JJ,other
"hi ya USERNAME",false,true,false,UH,other
"oh and underwear",false,false,false,UH,statement
"USERNAME",false,false,false,CD,statement
"mines not crusty...but they do stans on their own",false,false,true,NNS,statement
"USERNAME....only when we wear them for a week at a time",false,false,false,CD,statement
"hi USERNAME ",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hey USERNAME",false,false,false,RB,other
"crusty da clown",false,false,false,JJ,statement
"luvs pumpkin pie with whuuped cream",false,false,false,JJ,statement
"mmmmmm USERNAME",false,false,false,NN,statement
"man i havent had pumpkin pie in a long time",false,false,false,NN,statement
"i want some",false,false,false,PRP,statement
"legpain",false,false,false,NN,statement
"I used to make pumpkin bagels",false,false,false,PRP,statement
"no USERNAME.. figure i dont need to learn any new items to love",false,false,true,DT,no
"they were yummy",false,false,false,PRP,statement
"yep.. whupped USERNAME",false,true,false,PRP,yes
"I have a basket of socks .. you know the missing sock ",false,false,true,PRP,statement
" the dreaded missing sock basket",false,false,false,X,statement
"haven't been buying pumpkins recently .. too much prep after halloween is done",false,false,false,VB,statement
"when youve given up  hope and toss the one sock . the other always appears",false,false,false,WRB,statement
"when i find an estra sock.. the cat or dog gets it as a toy",false,false,false,WRB,statement
"USERNAME.....send them here....I'll wear them",false,false,false,CD,statement
"hell..i just found out about that Downy ball...",false,false,false,PRP,statement
"maybe I could make some from canned pumpkin",false,false,false,RB,statement
"what an invention",false,false,false,WDT,statement
"um",false,false,false,UH,statement
"my husband asked .. how does that happen .. 2 go in the wash .. one comes out of the dryer .....",false,false,false,PRP$,statement
"now i'm hungry",false,false,true,RB,statement
"I will eUSERNAME",false,false,false,PRP,statement
"dont know how it works..but it does",false,false,true,VBP,statement
"hate to tell y'all how long its been since i used fabric softener",false,false,false,NN,statement
"laundry trolls steal them USERNAME",false,false,false,NN,statement
"USERNAME  lol yep ",false,true,false,CD,yes
"Hi USERNAME",false,false,false,UH,other
"Hi USERNAME",false,false,false,UH,other
"hi USERNAME ",false,false,false,JJ,other
"I am sure someone is from CT",false,false,false,PRP,statement
"fabric softner can cause rashes . and allergies ",false,false,false,NN,statement
"you know when you do you own laundry when you go out and your back itches and you pull out a fabric sheet",false,false,true,PRP,statement
"Ct ?? huh ??? wheres that ",true,false,false,VB,question
"Connecticutt",false,false,false,NNP,statement
"lives closes to CT........lol",false,false,false,NNS,statement
"hi USERNAME",false,false,false,JJ,other
"USERNAME.. it adds wax to ur clothes.. u think cottons breathe?.. not with wax in them.. also they collect dirt then",true,false,true,CD,statement
"sneezed my head off at that new lavendar snuggles",false,false,false,VBD,statement
"hi",false,false,false,UH,other
"on the border of CT in RI",false,false,false,IN,statement
"hi USERNAME",false,false,false,JJ,other
"i buy the natural",false,false,false,PRP,statement
"USERNAME  and they are bad for your  dryer   vent",false,false,false,CD,statement
"true USERNAME",false,false,false,JJ,yes
"hi USERNAME",false,false,false,JJ,other
"tighty whiteys",false,false,false,NN,statement
"hi USERNAME",false,false,false,JJ,other
"just never use fabric softener",false,false,false,RB,statement
"have to",false,false,false,VBP,statement
"my exwife used to have me buy that femine stuff when i went to the store..never knew what flavor to get",false,false,false,PRP$,statement
"specially ur towels",false,false,false,RB,statement
"whistles",false,false,false,X,statement
"USERNAME  ",false,false,false,CD,statement
"USERNAME  I live in Ct .. and no I dont want to have an affair ",false,false,true,CD,statement
"spring mountain or something",false,false,false,NN,statement
"felt like jerimiah johnson",false,false,false,VBD,statement
"me checks out USERNAMEs pic",false,false,false,PRP$,statement
"USERNAME",false,false,false,CD,statement
"Hi USERNAME",false,false,false,UH,other
"USERNAME",false,false,false,CD,statement
"hi USERNAME",false,false,false,JJ,other
"HI USERNAME",false,false,false,NN,other
"USERNAME",false,false,false,CD,statement
"wb USERNAME",false,false,false,IN,other
"USERNAME  wait ..  how much you make a  year ?",true,false,false,CD,question
"like you'd have a chance USERNAME, lol",false,false,false,IN,statement
"Hi USERNAME",false,false,false,UH,other
"Hi USERNAME",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"get the nitty gritty, USERNAME",false,false,false,VB,statement
"hi USERNAME",false,false,false,JJ,other
"its not what you makeit is how you makeit",false,false,true,PRP$,statement
"well folks i think i hear the bikes coming..time to ride..take care...have a great night..talk soon..stay safe, kiss your kids and pet your dogs...later gator",false,false,false,RB,other
"Bye USERNAME  !!",false,false,false,RB,other
"tc USERNAME",false,false,false,NN,other
"buh bye",false,false,false,NN,other
"have to politely disagree with u USERNAME and say bull",false,false,false,VBP,no
"and how do you make it USERNAME??????? lol",true,false,false,CC,question
"dear lord my son is almost 19 and having hissy fits over xbox live ",false,false,false,JJ,statement
"USERNAME  hmm",false,false,false,CD,statement
"hi",false,false,false,UH,other
"oh well",false,false,false,UH,statement
"Hi USERNAME",false,false,false,UH,other
"USERNAME",false,false,false,CD,statement
"evening USERNAME",false,false,false,NN,other
"hi USERNAME",false,false,false,JJ,other
"men don't have hissy fits",false,false,false,NNS,no
"nice try pal",false,false,false,JJ,statement
"caiuse I could work for 10 yrs and you spend it in a week ... see what I mean?",true,false,false,NN,statement
"USERNAME  .. where in Ct are you from ?",true,false,false,CD,question
"brb",false,false,false,NN,other
"USERNAME  a week .. heck a day ",false,false,false,CD,statement
"and ur problem there, USERNAME???",true,false,false,CC,question
"Hi USERNAME",false,false,false,UH,other
"hartford so what town are we not having an affari in!??",true,false,true,NN,question
"USERNAME  im right near Foxwoods",false,false,false,CD,statement
" USERNAME",false,false,false,RB,statement
"is out on the other coast, USERNAME",false,false,false,VBZ,statement
"Hi USERNAME",false,false,false,UH,other
"if he cant get a pro USERNAME, why bother",false,false,false,IN,question
"been there plenaty of times",false,false,false,VBN,statement
"same there for me USERNAME",false,false,false,JJ,statement
"USERNAME  me too . too many ",false,false,false,CD,statement
"USERNAME how close are you to Indiantown Road?",true,false,false,CD,question
"USERNAME  very close ",false,false,false,CD,statement
"who USERNAME??",true,false,false,WP,question
"My sister and b in l live there",false,false,false,PRP$,statement
"man.. refrains from comenting",false,false,false,NN,statement
"whynot!",false,false,true,NN,question
"that means no",false,false,true,DT,statement
"USERNAME  I saw a Fisher cat over that way ",false,false,false,CD,statement
"USERNAME",false,false,false,CD,statement
"hiya USERNAME",false,true,false,NN,other
"hate those things ",false,false,false,VB,statement
"Hi USERNAME",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"boing",false,false,false,VBG,statement
"hi USERNAME",false,false,false,JJ,other
"Hello USERNAME ",false,false,false,UH,other
"Ive seen two fishercats near here tooooooooooo",false,false,false,PRP,statement
"USERNAME",false,false,false,CD,statement
"hi USERNAME",false,false,false,JJ,other
"Hey there USERNAME.....lol",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"hey wb USERNAME",false,false,false,UH,other
"what is a fishercat?",true,false,false,WP,question
"USERNAME of them ",false,false,false,CD,statement
"hi USERNAME",false,false,false,JJ,other
"I get different nic names but USERNAME is a first....lol",false,false,false,PRP,statement
"how long does it take for a bottle of rum to refill itself?????",true,false,false,WRB,question
"back",false,false,false,RB,statement
"hi USERNAME",false,false,false,JJ,other
"wb USERNAME",false,false,false,IN,other
"Hello USERNAME",false,false,false,UH,other
"dang work getting the way of chat",false,false,false,NN,statement
"thx USERNAME",false,false,false,NN,statement
"USERNAME  they are like  a tazzmaniane ? devil ",true,false,false,CD,statement
"long as it takes to go to the store USERNAME",false,false,false,RB,statement
"thanks USERNAME",false,false,false,NNS,other
"fire everyone, USERNAME",false,false,false,NN,statement
"fishercat is really a weasel like animal",false,false,false,NN,statement
"chit",false,false,false,NN,statement
"byeeeeeeeeeeeee",false,false,false,NN,other
"well it is because I haven't fired them that I have time to chat grin",false,false,false,UH,statement
"weasel......possum.....we shoot those here",false,false,false,NN,statement
"wb USERNAME",false,false,false,IN,other
"USERNAME  they  were bred special to kill the water rats  on Fishers island",false,false,false,CD,statement
"I would USERNAME, but it would be Sat. evening before I could get there",false,false,false,PRP,statement
"shrugs",false,false,false,VBZ,statement
"Hi USERNAME sweetie",false,false,false,UH,other
"USERNAME  they vanished for a long time .. and now they are back .....",false,false,true,CD,statement
"Hi USERNAME ",false,false,false,UH,other
" evening guys",false,false,false,DT,other
"sighs.. story of my life, USERNAME",false,false,false,DT,statement
"Hi USERNAME",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME Hi honey.....how are you?",true,false,false,X,question
"what can I say ",false,false,false,WP,question
"evening USERNAME ",false,false,false,NN,other
"Hi USERNAME ",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"hey USERNAME ",false,false,false,RB,other
"brb.. samn sunset in my eyes",false,true,false,JJ,other
"bright blessings all",false,false,false,JJ,other
"evening USERNAME ",false,false,false,NN,other
"I learn so much in this room .. it's like national Geographic and Dr Phil all rolled into one",false,false,false,PRP,statement
"I'm ok USERNAME......thank you and you????",true,false,false,PRP,other
"ok nuff religion lol",false,false,false,UH,statement
"Hi USERNAME",false,false,false,UH,other
"petunias and rosepedals",false,false,false,NNS,statement
"evening USERNAME ",false,false,false,NN,other
"I'm ok, thanks, sweetie  ",false,false,false,PRP,other
"USERNAME  and ... Dr. Ruth ",false,false,false,CD,statement
"brb",false,false,false,NN,other
"good to hear USERNAME  ",false,false,false,JJ,statement
"Hi USERNAME  !",false,false,false,UH,other
"Hi there USERNAME",false,false,false,UH,other
"ltr USERNAME",false,false,false,NN,other
"Hi USERNAME  ",false,false,false,UH,other
"ok..im back",false,false,false,X,yes
"USERNAME",false,false,false,CD,statement
"USERNAME",false,false,false,CD,statement
"wb USERNAME",false,false,false,IN,other
"wb USERNAME",false,false,false,IN,other
"USERNAME",false,false,false,CD,statement
"Hi USERNAME ",false,false,false,UH,other
"hey USERNAME",false,false,false,RB,other
"Hi ho USERNAME",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"see ya USERNAME",false,true,false,VB,other
"hi USERNAME",false,false,false,JJ,other
"bye USERNAME",false,false,false,RB,other
"Hi USERNAME",false,false,false,UH,other
"hey USERNAME ",false,false,false,RB,other
"hey USERNAME",false,false,false,RB,other
"hows the camel",false,false,false,WRB,question
"hi USERNAME hi",false,false,false,JJ,other
"USERNAME",false,false,false,CD,statement
"evening USERNAME ",false,false,false,NN,other
"wb USERNAME",false,false,false,IN,other
"ty USERNAME",false,false,true,NN,other
"hey USERNAME",false,false,false,RB,other
"hi USERNAME",false,false,false,JJ,other
"lil USERNAME ",false,false,false,NN,statement
"hi everone",false,false,false,UH,other
"hey USERNAME",false,false,false,RB,other
"hiya USERNAME",false,true,false,NN,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME hiya",false,true,false,CD,other
"hi USERNAME how are you?",true,false,false,JJ,other
"hiya USERNAME",false,true,false,NN,other
"Not so many O's, USERNAME around",false,false,true,RB,statement
"doin good, USERNAME ... how are you dear?",true,false,false,RB,question
"sounds kinky, USERNAME",false,false,false,VBZ,statement
"Oh, sorry, USERNAME...didn't see ya",false,true,false,UH,statement
"oh man its chilly today...",false,false,false,CD,statement
" super",false,false,false,X,statement
"hows things holdin up USERNAME?",true,false,false,WRB,question
"was bout USERNAME",false,false,false,VBD,statement
"lol USERNAME nothing holds up here...",false,false,true,NN,statement
"I can see that, USERNAME....and I won't tell ya how I can tell",false,true,false,PRP,statement
"chilly?  its one of our loveliest days in ages here in MD",true,false,false,JJ,statement
"only USERNAME.. i had to put a shirt on",false,false,false,RB,statement
"well i didn't cut that string for ya for nothin",false,true,true,RB,statement
"correction... its 59 now...",false,false,true,NN,statement
"well USERNAME.. the case of u having to do something is still in the courst.. should is the ooperative word",false,false,false,RB,statement
"dang .... we appreciate USERNAME ",false,false,false,NN,statement
"what part of MD USERNAME?",true,false,false,WP,question
"sposstah tug on it, lol",false,false,false,NN,statement
"Eastern Shore, USERNAME",false,false,false,NNP,statement
"at least you didn't say 69",false,false,false,IN,statement
"I grew up in OC USERNAME",false,false,false,PRP,statement
"USERNAME.. i lived near aberdeen and edgewood for a year",false,false,false,CD,statement
"caught me",false,false,false,VBD,statement
"holycow .... nice place to be from, USERNAME O",false,false,false,NN,statement
"wishes he had something to tug on...",false,false,false,VBZ,statement
"went to Edgewood Hi School",false,false,false,X,statement
"endless summer nights",false,false,false,JJ,statement
"all of hub's family love it there .... I like it a little further from the beach myself ",false,false,false,DT,statement
"it really was awesome when I was growing up. Too crowded now",false,false,true,PRP,statement
"likes living at least 300 ft above sea level",false,false,false,VBZ,statement
"yes USERNAME",false,true,false,RB,yes
"USERNAME  the houses there are unreal",false,false,false,CD,statement
"footprints in the sand",false,false,false,NNS,statement
"well.. i was in the army... stationed there... LOL",false,false,false,NN,statement
"we like MD .... its progressive without being too maniacal",false,false,false,PRP,statement
"waves slowly rolling up the beach",false,false,false,NNS,statement
"ahh, that splains it USERNAME",false,false,false,NN,statement
"don't ask don't tell",false,false,false,VBP,statement
"lol USERNAME.. not only did they let me.. they commanded me.. i had no choice...",false,false,true,NN,yes
"Hi USERNAME",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME  ..  that too .. but on laguna Beach they show the homes these kids live in ..",false,false,false,CD,statement
"seagulls off in the distance",false,false,false,NNS,statement
"hello USERNAME",false,false,false,UH,other
"Hi USERNAME",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"lived down near the beach when i was in college.. but prolly lived at least 3 miles from the beach",false,false,false,VBD,statement
"hi USERNAME",false,false,false,JJ,other
"yes, the space between my ears",false,true,false,UH,yes
"i feel faint",false,false,false,PRP,statement
"sometimes thats the best way USERNAME .... at least you can get away from the noise   ",false,false,true,RB,statement
"well my daughter is about 700 yards from the beach in san diego now.. can hear the dam waves at night",false,true,true,UH,statement
"better rest up USERNAME",false,false,false,JJR,statement
"nice USERNAME",false,false,false,JJ,statement
"USERNAME.. it was more the traffic",false,false,false,CD,statement
"that's such a soothing thought, USERNAME",false,false,false,DT,statement
"yeah, thats the noise I refer to USERNAME ",false,true,true,UH,yes
"luvs San Diego.. sighs",false,false,false,NN,statement
"yes.. but ya gotta watch out for sea monsters...",false,true,false,UH,yes
"all the polllution floating up on shore,,,,,,,,,,,",false,false,false,PDT,statement
"hi USERNAME",false,false,false,JJ,other
"dated a couple, USERNAME",false,false,false,VBD,statement
"USERNAME  that why we  got a pool ",false,false,false,CD,statement
"dressed up like lapd and chp",false,false,false,VBN,statement
"so sad , cant even swim in the waters here",false,false,false,RB,statement
"sand in your bikini, true gritt",false,false,false,NN,statement
"nah.. not really",false,false,true,NN,no
"its hard to balance on a board when you are 5'3 and 295lbs...",false,false,false,PRP$,statement
"we had a little trailer just on the other side of the coastal highway in Ocean City MD for a few years .... and every night you had to wear earplugs to fall asleep .... buses ran right outside our place .... listening to the sound of brakes going Cheeeez .... and Vroooom ..... was not much fun",false,false,true,PRP,statement
"lol USERNAME...what a visual",false,false,false,NN,statement
"only wants to imagine that USERNAME.. oh n",false,false,false,RB,statement
"giggling",false,false,false,VBG,statement
"Hello room ",false,false,false,UH,other
"Hi USERNAME ",false,false,false,UH,other
"Hi USERNAME ",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME",false,false,false,CD,statement
"suffers from hazy shades of winter",false,false,false,VBZ,statement
"wow USERNAME?",true,false,false,JJ,statement
"hear the salvation army band...",false,false,false,VB,statement
"thot it was just a haze left over from the USERNAME",false,false,false,NN,statement
"sw is very warm USERNAME",false,false,false,NN,statement
"yeah .... I like more peaceandquiet than excitement ..... so sex is out ",false,true,false,UH,statement
"sing it, USERNAME",false,false,false,VB,statement
"I got here first",false,false,false,PRP,statement
"i dont think so",false,false,false,PRP,no
"good night all",false,false,false,JJ,other
"down by the riverside there's got to be a better ride than what you got planned...",false,false,false,RP,statement
"nite USERNAME",false,false,false,RB,other
"shes sick maybe",false,false,false,PRP,statement
"look on the opener i am here first",false,false,false,VB,statement
"not SG USERNAME...",false,false,true,RB,no
"oh",false,false,false,UH,statement
"turns up blue cheer ",false,false,false,VBZ,statement
"um USERNAME",false,false,false,UH,statement
"blue cheer was acid metal",false,false,false,JJ,statement
"HI USERNAME",false,false,false,NN,other
"How are you?",true,false,false,WRB,question
"hmmm",false,false,false,NN,statement
"USERNAME  ok here , You ?",true,false,false,CD,question
"oh.. never knew that",false,false,false,LS,statement
"maybe not USERNAME",false,false,true,RB,statement
"they were from sf ",false,false,false,PRP,statement
"snorts blue cheer",false,false,true,VBZ,statement
"huh..lol ?",true,false,false,NN,question
"no...lol",false,false,true,DT,no
"i just thought it was original",false,false,false,PRP,statement
"thanks for the no hello",false,false,true,NNS,other
" knock in in if so say hi tracey u ok ",false,false,true,X,statement
"Hey You",false,false,false,UH,other
"46fmaine",false,false,false,CD,statement
"the idiots are always on top because their insanity seems to be mostly wide spread",false,false,false,DT,statement
"USERNAME you lost me lol",false,false,false,CD,statement
"USERNAME",false,false,false,CD,statement
"where fromUSERNAME",false,false,false,WRB,question
" i no so have i my keys r sticking lol",false,false,true,X,statement
"somewhere in the u s a",false,false,false,RB,statement
"lol USERNAME i wont ask",false,false,false,NN,statement
"between the snow plows and the rock salt the roads get trashed in the winter",false,false,true,IN,statement
"like some contagious diseast",false,false,false,IN,statement
"  ok ",false,false,false,X,yes
"I'm thinking wisconsin",false,false,false,PRP,statement
"no",false,false,true,DT,no
"USERNAME what you wanna chat about",false,false,false,CD,question
"what is a diseast ?",true,false,false,WP,question
"nothing much in particular",false,false,true,NN,statement
"hey USERNAME",false,false,false,RB,other
"hey USERNAME",false,false,false,RB,other
"2 cuppers",false,false,false,CD,statement
"hi room",false,false,false,UH,other
" hi",false,false,false,X,other
"46fmaine",false,false,false,CD,statement
"dd cuppers",false,false,false,NN,statement
"i'm having a cupper of coffee right now lol",false,false,true,PRP,statement
"that's why society still is a stinky husteling mess after teo million years of darwin",false,false,false,DT,statement
"base ball is my favorite sport!",false,false,false,NN,statement
"USERNAME",false,false,false,CD,statement
"darwin is dead",false,false,false,NN,statement
"sleeping is my favorite sport",false,false,false,VBG,statement
"hello",false,false,false,UH,other
"whats the point in pm thenUSERNAME",false,false,false,WP,question
"ok lovers, I'm out",false,false,false,IN,other
"sup USERNAME",false,false,false,VB,other
"hi how is everyone tonight",false,false,false,UH,question
"see ya'll when the weekend is over",false,true,false,VB,other
"byes!",false,true,false,NNS,other
"byeee USERNAME tc",false,false,false,NN,other
"sorry i got distracted",false,false,false,UH,statement
"what were you asking",false,false,false,WP,question
"so are you USERNAME withing some decades",false,false,false,RB,statement
"i forgot lol",false,false,false,PRP,statement
"whats up",false,false,false,WP,question
"i can't wait until 7am",false,false,false,PRP,statement
"why whats at 7am?",true,false,false,WRB,question
"whats the time there?",true,false,false,WP,question
"that's when i get off work",false,false,false,DT,statement
"but who cares USERNAME?",true,false,false,CC,question
"i've already put in 32 hrs in 3 days this week",false,false,false,PRP,statement
"thats when i have to be in work ",false,false,false,DT,statement
"going back for 8 more tonight",false,false,false,VBG,statement
"gawd",false,false,false,NN,statement
"you must love punishment",false,false,false,PRP,statement
"hi room",false,false,false,UH,other
"I'm off tomorrow night then I work 12 on Sat and 12 on Sun",false,false,false,PRP,statement
"hb USERNAME",false,false,false,NN,other
"you will not be rememberer for your ontrobution to common human sense",false,false,true,PRP,statement
"i don't either.. but i do like that 27hr lol",false,false,false,PRP,statement
"all work and no play",false,false,true,DT,statement
"yeah you got a point there ....lol",false,true,false,UH,yes
"yow, my english typing sux, i know ...",false,false,true,UH,statement
"darwin didn't contribute anything to common sense.. his theory is after all still a theory",false,false,false,NN,statement
"hey USERNAME",false,false,false,RB,other
"hello",false,false,false,UH,other
"the sick part is, I'm an LPN..... i have to work overtime to make anything near what the RN's make.",false,false,false,DT,statement
"a kitty",false,false,false,DT,statement
"only i dont get 27per ...and i see alot of idiots ",false,false,false,RB,statement
"how yer doing love?",true,false,false,WRB,question
